Date,Close,High,Low,Open,Volume
2021-07-06,128.6368408203125,128.7493589114114,127.28674473058427,128.31814796113062,21350000
2021-07-07,128.940673828125,129.49815192401994,128.62594381159133,129.2018749361373,16680000
2021-07-08,128.0480499267578,128.89607249479124,126.92097823166611,127.12914957622154,19780000
2021-07-09,128.44207763671875,128.71468335056986,127.8165955258113,127.81759380451707,15106000
2021-07-12,129.42291259765625,129.62712106436328,128.46734826222308,128.69879763319938,16944000
2021-07-13,129.8496551513672,130.88800092868556,129.49526628098934,129.73763620241206,16618000
2021-07-14,130.9281463623047,131.83366061386502,130.74524963572966,130.74872848514352,17912000
2021-07-15,130.11927795410156,131.436173807275,129.45663271976483,131.3420028593412,16586000
2021-07-16,130.69320678710938,131.02775106818032,129.6781542435525,130.49049576193022,14856000
2021-07-19,128.12435913085938,130.09993719608812,127.41363020106652,130.00924510510856,25710000
2021-07-20,129.9557342529297,130.84771135969666,128.0593526868454,128.86782227128887,19084000
2021-07-21,131.4416046142578,131.4582123382449,129.4600823112968,129.64396218425753,14742000
2021-07-22,132.1632537841797,132.33771051280502,131.24285614298154,131.49067121509853,13608000
2021-07-23,136.61154174804688,137.59537559015067,133.5232760492349,134.07788033070804,26378000
2021-07-26,138.42404174804688,138.49193980760833,136.44796469537042,137.04172861297883,23052000
2021-07-27,135.60093688964844,138.78735119655704,133.91927620849248,138.78735119655704,42164000
2021-07-28,135.18959045410156,138.45529275857675,135.15837155736574,137.35103016458848,54688000
2021-07-29,135.34716796875,135.95283560896715,134.94818934542886,135.1886685755518,19284000
2021-07-30,134.03919982910156,134.5847438947588,133.63595582360026,134.32667378141056,23954000
2021-08-02,134.80099487304688,134.83171462516523,133.49252401324674,134.30040358003416,20140000
2021-08-03,135.08895874023438,135.14396993832906,133.01078481298242,134.81140705339433,19064000
2021-08-04,134.8396453857422,135.34468351792717,134.23149719224827,135.05870699905262,16528000
2021-08-05,135.7432098388672,135.75311699831278,134.4149244523131,134.83967689742926,11866000
2021-08-06,135.83836364746094,135.88203077609694,134.85750948819918,135.103842310148,13560000
2021-08-09,136.79591369628906,137.1126251384003,135.2364210496758,135.7521226886644,12374000
2021-08-10,136.8895721435547,137.34059738691133,136.02718053836261,136.87272241280922,16034000
2021-08-11,136.48611450195312,137.63424049148125,136.14958881735208,137.0744332141758,15204000
2021-08-12,137.1800079345703,137.20826224013817,135.58359429369307,136.50942194027127,14646000
2021-08-13,137.19635009765625,137.461998001027,136.798853832748,137.14826635997957,12580000
2021-08-16,137.70191955566406,137.77576191562815,134.97571165727643,136.7939247357123,18040000
2021-08-17,136.1005401611328,137.50614652818902,135.5920231476772,136.98324522919515,21272000
2021-08-18,135.3764190673828,137.08535076359755,135.22871923365824,135.91713810023685,14934000
2021-08-19,135.7169189453125,136.250710575215,134.1730358236268,134.2835573571537,18296000
2021-08-20,137.22711181640625,137.4030659817041,135.27432762789584,135.88494136924143,15564000
2021-08-23,139.8663330078125,140.9344153589922,137.53533762124232,137.78369720782266,21090000
2021-08-24,141.15396118164062,141.75764734304622,140.11809610938514,140.30643796350978,15126000
2021-08-25,141.70066833496094,142.06050238718717,141.19463184688692,141.63425255844453,12838000
2021-08-26,140.88088989257812,141.88384215982578,140.84967100103097,141.37205804432725,14922000
2021-08-27,143.28721618652344,143.7436867134964,140.7788290390808,140.8705194308933,24562000
2021-08-30,144.19815063476562,145.20924046509765,143.33625807710695,143.4398370433749,16916000
2021-08-31,144.19070434570312,144.8350174593446,143.73273654311058,144.60951240719942,26756000
2021-09-01,144.56739807128906,145.53734675940768,144.34189297996778,144.3770747387989,15824000
2021-09-02,142.9585723876953,145.0461694938564,142.84706769727865,144.6739477186985,21844000
2021-09-03,143.50970458984375,144.10644825452738,142.2508148929482,142.886204036132,19104000
2021-09-07,144.24722290039062,144.54956519502716,143.27777335151706,143.48444727787225,15170000
2021-09-08,143.61727905273438,144.2789411518269,142.93975037364532,144.12281642473047,15486000
